Sorszám;Ut;Azonosito;Kezdo;Veg;Hossz;Tipus;Szorzo;
1166;37;37u80k466m;80 + 466;81 + 672;1197;főúti;0;
1167;38;38u0k0m;0 + 000;0 + 3134;3125;főúti;0;
1168;38;38u1k565m;1 + 565;5 + 350;3802;főúti;0.084;
1169;38;38u5k350m;5 + 350;6 + 854;1473;főúti;0.443;
1170;38;38u9k492m;9 + 492;12 + 097;2925;főúti;0.275;
1171;38;38u14k471m;14 + 471;17 + 596;3104;főúti;0.133;
1172;38;38u17k596m;17 + 596;21 + 565;3956;főúti;0.061;
1173;38;38u21k565m;21 + 565;24 + 103;2532;főúti;0.553;
1174;38;38u24k103m;24 + 103;24 + 929;825;főúti;0.706;
1175;38;38u24k929m;24 + 929;27 + 505;2589;főúti;0;
1176;38;38u27k505m;27 + 505;30 + 002;2492;főúti;0;
1177;38;38u31k980m;31 + 980;33 + 593;1609;főúti;0.067;
1178;38;38u33k593m;33 + 593;36 + 395;2804;főúti;0.173;
1179;39;39u2k28m;2 + 028;4 + 148;2122;főúti;0;
1180;39;39u5k231m;5 + 231;8 + 148;2892;főúti;0.273;
1181;39;39u13k390m;13 + 390;16 + 909;3530;főúti;0.004;
1182;39;39u16k909m;16 + 909;17 + 465;576;főúti;0;
1183;39;39u20k276m;20 + 276;25 + 046;4758;főúti;0.097;
1184;39;39u26k774m;26 + 774;28 + 643;2085;főúti;0.314;
1185;41;41u5k475m;5 + 475;6 + 183;715;főúti;1;
1186;41;41u6k183m;6 + 183;6 + 635;447;főúti;0.999;
1187;41;41u6k635m;6 + 635;7 + 888;1257;főúti;0.266;
1188;41;41u7k888m;7 + 888;11 + 980;4121;főúti;0.138;
1189;41;41u11k980m;11 + 980;16 + 618;4615;főúti;0.508;
1190;41;41u16k618m;16 + 618;20 + 434;3824;főúti;0.705;
1191;41;41u20k434m;20 + 434;27 + 220;6816;főúti;0.304;
1192;41;41u27k220m;27 + 220;28 + 103;851;főúti;0.963;
1193;41;41u28k103m;28 + 103;34 + 092;5986;főúti;0.434;
1194;41;41u34k92m;34 + 092;36 + 820;2721;főúti;0;
1195;41;41u36k820m;36 + 820;40 + 790;3927;főúti;0.301;
1196;41;41u40k790m;40 + 790;44 + 741;3951;főúti;0.077;
1197;41;41u44k741m;44 + 741;50 + 260;5571;főúti;0.093;
1198;41;41u54k520m;54 + 520;60 + 780;6247;főúti;0.028;
1199;41;41u62k47m;62 + 047;63 + 252;1202;főúti;0;
1200;41;41u65k98m;65 + 098;67 + 950;2870;főúti;0;
1201;41;41u67k950m;67 + 950;70 + 335;2392;főúti;0.195;
1202;41;41u70k335m;70 + 335;72 + 823;2494;főúti;0.2;
1203;42;42u0k0m;0 + 000;1 + 291;1295;főúti;0.074;
1204;42;42u5k431m;5 + 431;7 + 259;1863;főúti;0.044;
1205;42;42u7k259m;7 + 259;8 + 147;892;főúti;0;
1206;42;42u8k147m;8 + 147;9 + 148;1000;főúti;0;
1207;42;42u9k148m;9 + 148;11 + 810;2672;főúti;0.015;
1208;42;42u14k328m;14 + 328;22 + 781;8467;főúti;0.146;
1209;42;42u23k701m;23 + 701;26 + 100;2400;főúti;0.414;
1210;42;42u26k100m;26 + 100;28 + 135;2036;főúti;0;
1211;42;42u28k135m;28 + 135;30 + 380;2248;főúti;0;
1212;42;42u30k380m;30 + 380;36 + 479;6112;főúti;0;
1213;42;42u39k38m;39 + 038;44 + 627;5584;főúti;0.151;
1214;42;42u44k627m;44 + 627;47 + 949;3343;főúti;0.079;
1215;42;42u48k848m;48 + 848;55 + 321;6472;főúti;0;
1216;42;42u55k321m;55 + 321;57 + 031;1715;főúti;0.007;
1217;42;42u57k31m;57 + 031;58 + 003;971;főúti;0.146;
1218;42;42u58k3m;58 + 003;59 + 694;1691;főúti;0.401;
1219;42;42u59k694m;59 + 694;61 + 275;1589;főúti;0;
1220;42;42u61k275m;61 + 275;63 + 396;2119;főúti;0;
1221;43;43u7k922m;7 + 922;9 + 706;1788;főúti;0.432;
1222;43;43u12k56m;12 + 056;17 + 194;4973;főúti;0.048;
1223;43;43u18k384m;18 + 384;19 + 335;929;főúti;0.263;
1224;43;43u21k404m;21 + 404;26 + 784;5357;főúti;0.415;
1225;43;43u26k784m;26 + 784;28 + 177;1411;főúti;0.305;
1226;43;43u28k177m;28 + 177;29 + 393;1219;főúti;0;
1227;43;43u34k862m;34 + 862;40 + 252;5463;főúti;0;
1228;43;43u45k205m;45 + 205;47 + 900;2687;főúti;0;
1229;43;43u47k900m;47 + 900;51 + 711;3814;főúti;0.18;
1230;43;43u51k711m;51 + 711;52 + 101;388;főúti;0.853;
1231;44;44u3k758m;3 + 758;4 + 792;1010;főúti;0;
1232;44;44u6k290m;6 + 290;8 + 662;2387;főúti;0.143;
1233;44;44u8k662m;8 + 662;9 + 104;437;főúti;0;
1234;44;44u9k104m;9 + 104;15 + 210;6107;főúti;0;
1235;44;44u16k197m;16 + 197;18 + 092;1895;főúti;0;
1236;44;44u18k92m;18 + 092;24 + 444;6318;főúti;0;
1237;44;44u24k444m;24 + 444;27 + 136;2699;főúti;0.302;
1238;44;44u27k136m;27 + 136;29 + 205;2052;főúti;0.704;
1239;44;44u29k205m;29 + 205;32 + 729;3422;főúti;0;
1240;44;44u32k729m;32 + 729;35 + 042;2267;főúti;0;
1241;44;44u35k42m;35 + 042;35 + 995;913;főúti;0;
1242;44;44u35k995m;35 + 995;39 + 749;3931;főúti;0.463;
1243;44;44u39k749m;39 + 749;42 + 236;2473;főúti;0;
1244;44;44u42k236m;42 + 236;42 + 387;150;főúti;0;
1245;44;44u44k1031m;44 + 1031;47 + 803;2839;főúti;0.234;
1246;44;44u47k803m;47 + 803;49 + 769;1973;főúti;0;
1247;44;44u49k769m;49 + 769;50 + 762;988;főúti;0;
1248;44;44u50k762m;50 + 762;60 + 030;9458;főúti;0.154;
1249;44;44u62k144m;62 + 144;68 + 098;5899;főúti;0.117;
1250;44;44u69k826m;69 + 826;73 + 166;3329;főúti;0.376;
1251;44;44u73k166m;73 + 166;73 + 807;641;főúti;1;
1252;44;44u77k381m;77 + 381;82 + 699;5332;főúti;0.139;
1253;44;44u82k699m;82 + 699;84 + 380;1683;főúti;0.871;
1254;44;44u84k380m;84 + 380;85 + 870;1516;főúti;0;
1255;44;44u85k928m;85 + 928;89 + 047;3165;főúti;0.03;
1256;44;44u89k47m;89 + 047;89 + 700;653;főúti;1;
1257;44;44u89k700m;89 + 700;96 + 221;6525;főúti;0.068;
1258;44;44u98k242m;98 + 242;98 + 678;436;főúti;1;
1259;44;44u98k678m;98 + 678;104 + 770;6178;főúti;0.03;
1260;44;44u104k770m;104 + 770;106 + 566;1798;főúti;0;
1261;44;44u106k566m;106 + 566;109 + 073;2504;főúti;0;
1262;44;44u109k73m;109 + 073;110 + 136;1063;főúti;0;
1263;44;44u110k136m;110 + 136;114 + 866;4734;főúti;0;
1264;44;44u114k866m;114 + 866;116 + 392;1525;főúti;0;
1265;44;44u116k392m;116 + 392;117 + 173;943;főúti;0;
1266;44;44u117k173m;117 + 173;118 + 146;976;főúti;0;
1267;44;44u118k146m;118 + 146;118 + 630;481;főúti;0;
1268;44;44u118k630m;118 + 630;119 + 083;368;főúti;0;
1269;44;44u119k83m;119 + 083;120 + 293;1206;főúti;0.129;
1270;44;44u120k293m;120 + 293;121 + 055;845;főúti;0;
1271;44;44u121k526m;121 + 526;123 + 775;2276;főúti;0.303;
1272;44;44u123k775m;123 + 775;125 + 1113;2354;főúti;0.245;
1273;44;44u125k1113m;125 + 1113;125 + 2983;1871;főúti;0.958;
1274;44;44u125k2983m;125 + 2983;128 + 1007;3362;főúti;0.312;
1275;44;44u128k1007m;128 + 1007;134 + 483;5517;főúti;0.014;
1276;44;44u134k537m;134 + 537;136 + 479;2029;főúti;0;
1277;44;44u136k479m;136 + 479;137 + 215;728;főúti;0.301;
1278;44;44u137k215m;137 + 215;140 + 430;3183;főúti;0.257;
1279;44;44u140k430m;140 + 430;142 + 168;1763;főúti;0.552;
1280;44;44u142k168m;142 + 168;143 + 344;1042;főúti;1;
1281;45;45u1k976m;1 + 976;10 + 730;8745;főúti;0.034;
1282;45;45u10k730m;10 + 730;17 + 993;7193;főúti;0;
1283;45;45u17k993m;17 + 993;18 + 925;929;főúti;0;
1284;45;45u18k925m;18 + 925;24 + 213;5269;főúti;0.432;
1285;45;45u25k721m;25 + 721;27 + 007;1286;főúti;0.923;
1286;45;45u27k573m;27 + 573;28 + 489;918;főúti;0.2;
1287;45;45u28k489m;28 + 489;31 + 848;3354;főúti;0;
1288;45;45u31k848m;31 + 848;38 + 458;6621;főúti;0;
1289;45;45u38k458m;38 + 458;43 + 753;5295;főúti;0;
1290;45;45u43k753m;43 + 753;45 + 000;1250;főúti;0;
1291;45;45u45k0m;45 + 000;47 + 495;2493;főúti;0;
1292;45;45u47k495m;47 + 495;48 + 842;1347;főúti;0;
1293;45;45u48k842m;48 + 842;49 + 674;830;főúti;0.329;
1294;46;46u0k0m;0 + 000;0 + 2120;1631;főúti;0.324;
1295;46;46u2k590m;2 + 590;3 + 085;497;főúti;0;
1296;46;46u3k85m;3 + 085;12 + 508;9427;főúti;0;
1297;46;46u12k508m;12 + 508;14 + 021;1514;főúti;0;
1298;46;46u14k21m;14 + 021;23 + 620;9587;főúti;0.049;
1299;46;46u27k997m;27 + 997;35 + 994;7946;főúti;0.047;
1300;46;46u35k994m;35 + 994;41 + 439;5432;főúti;0.096;
1301;46;46u47k269m;47 + 269;48 + 280;1007;főúti;0.638;
1302;46;46u48k280m;48 + 280;52 + 014;3732;főúti;0;
1303;46;46u52k14m;52 + 014;57 + 253;5235;főúti;0;
1304;46;46u57k253m;57 + 253;58 + 626;1370;főúti;0.516;
1305;46;46u58k626m;58 + 626;65 + 153;6526;főúti;0;
1306;47;47u4k175m;4 + 175;5 + 192;1022;főúti;0;
1307;47;47u5k192m;5 + 192;7 + 719;2540;főúti;0;
1308;47;47u7k719m;7 + 719;8 + 466;751;főúti;0;
1309;47;47u11k651m;11 + 651;13 + 428;1840;főúti;0.45;
1310;47;47u13k428m;13 + 428;19 + 392;5897;főúti;0.222;
1311;47;47u23k66m;23 + 066;24 + 827;1763;főúti;0;
1312;47;47u24k827m;24 + 827;25 + 398;565;főúti;0;
1313;47;47u25k398m;25 + 398;27 + 154;1757;főúti;0;
1314;47;47u27k154m;27 + 154;30 + 083;2922;főúti;0;
1315;47;47u30k385m;30 + 385;32 + 625;2338;főúti;0;
1316;47;47u30k83m;30 + 083;30 + 385;296;főúti;0;
1317;47;47u32k625m;32 + 625;34 + 067;1487;főúti;0.07;
1318;47;47u40k119m;40 + 119;47 + 089;6959;főúti;0.054;
1319;47;47u47k89m;47 + 089;50 + 013;2927;főúti;0.355;
1320;47;47u50k13m;50 + 013;51 + 061;1048;főúti;1;
1321;47;47u53k314m;53 + 314;55 + 200;1893;főúti;0.022;
1322;47;47u55k200m;55 + 200;59 + 402;4205;főúti;0;
1323;47;47u61k842m;61 + 842;65 + 795;4034;főúti;0.032;
1324;47;47u65k795m;65 + 795;68 + 227;2431;főúti;0;
1325;47;47u71k459m;71 + 459;79 + 174;7701;főúti;0.117;
1326;47;47u79k174m;79 + 174;79 + 528;355;főúti;0.999;
1327;47;47u82k483m;82 + 483;83 + 234;772;főúti;0;
1328;47;47u83k234m;83 + 234;88 + 937;5688;főúti;0;
1329;47;47u91k517m;91 + 517;92 + 440;872;főúti;0.999;
1330;47;47u92k440m;92 + 440;94 + 706;2328;főúti;0.121;
1331;47;47u98k552m;98 + 552;99 + 465;908;főúti;0;
1332;47;47u99k465m;99 + 465;101 + 345;1819;főúti;0.352;
1333;47;47u103k324m;103 + 324;106 + 618;3297;főúti;0.051;
1334;47;47u110k745m;110 + 745;115 + 943;5056;főúti;0;
1335;47;47u115k943m;115 + 943;118 + 195;2256;főúti;0;
1336;47;47u118k195m;118 + 195;124 + 1364;7238;főúti;0.135;
1337;47;47u133k0m;133 + 000;133 + 393;561;főúti;0;
1338;47;47u133k393m;133 + 393;135 + 507;2096;főúti;0;
1339;47;47u135k507m;135 + 507;140 + 817;5358;főúti;0.047;
1340;47;47u140k817m;140 + 817;146 + 786;5973;főúti;0.144;
1341;47;47u146k786m;146 + 786;148 + 000;1217;főúti;0;
1342;47;47u148k0m;148 + 000;150 + 282;2282;főúti;0.073;
1343;47;47u152k625m;152 + 625;160 + 990;8346;főúti;0;
1344;47;47u160k990m;160 + 990;164 + 182;3209;főúti;0;
1345;47;47u164k182m;164 + 182;167 + 287;3097;főúti;0.161;
1346;47;47u167k287m;167 + 287;170 + 284;3004;főúti;0.789;
1347;47;47u170k284m;170 + 284;174 + 221;3947;főúti;0;
1348;47;47u174k221m;174 + 221;174 + 667;443;főúti;0;
1349;47;47u174k667m;174 + 667;178 + 461;4568;főúti;0;
1350;47;47u179k668m;179 + 668;181 + 755;2088;főúti;0.075;
1351;47;47u181k755m;181 + 755;187 + 982;6204;főúti;0;
1352;47;47u187k982m;187 + 982;193 + 990;6008;főúti;0;
1353;47;47u194k042m;194 + 042;198 + 082;4093;főúti;0;
1354;47;47u198k082m;198 + 082;199 + 919;1809;főúti;0.564;
1355;47;47u199k919m;199 + 919;203 + 452;3491;főúti;0.116;
1356;47;47u203k452m;203 + 452;204 + 2245;2767;főúti;0;
1357;47;47u204k2245m;204 + 2245;205 + 517;1002;főúti;0;
1358;47;47u205k517m;205 + 517;210 + 581;5103;főúti;0;
1359;47;47u210k581m;210 + 581;212 + 116;1240;főúti;0.591;
1360;47;47u212k116m;212 + 116;213 + 140;1013;főúti;0.969;
1361;47;47u213k140m;213 + 140;214 + 640;1501;főúti;0.869;
1362;47;47u214k640m;214 + 640;215 + 641;1057;főúti;0;
1363;47;47u215k641m;215 + 641;218 + 076;2531;főúti;0;
1364;47;47u218k76m;218 + 076;218 + 1016;1010;főúti;0.443;
1365;48;48u3k629m;3 + 629;4 + 578;974;főúti;1;
1366;48;48u4k578m;4 + 578;5 + 021;410;főúti;1;
1367;48;48u5k21m;5 + 021;5 + 424;403;főúti;1;
1368;48;48u5k424m;5 + 424;9 + 044;3638;főúti;0.206;
1369;48;48u9k44m;9 + 044;9 + 888;844;főúti;0;
1370;48;48u9k888m;9 + 888;10 + 561;672;főúti;0.134;
1371;48;48u10k561m;10 + 561;12 + 084;1550;főúti;0.431;
1372;48;48u12k84m;12 + 084;14 + 120;2004;főúti;0.406;
1373;48;48u14k120m;14 + 120;15 + 151;1027;főúti;0.234;
1374;48;48u15k151m;15 + 151;18 + 073;2913;főúti;0;
1375;48;48u18k73m;18 + 073;18 + 415;342;főúti;0;
1376;48;48u20k847m;20 + 847;26 + 434;5571;főúti;0.155;
1377;48;48u26k434m;26 + 434;29 + 211;2770;főúti;0;
1378;48;48u29k211m;29 + 211;30 + 006;799;főúti;0;
1379;49;49u0k0m;0 + 000;1 + 844;1845;főúti;0.47;
1380;49;49u3k840m;3 + 840;4 + 908;1073;főúti;0.174;
1381;49;49u8k427m;8 + 427;10 + 716;2284;főúti;0;
1382;49;49u13k209m;13 + 209;14 + 1127;1818;főúti;0.078;
1383;49;49u18k977m;18 + 977;19 + 502;503;főúti;0;
1384;49;49u19k502m;19 + 502;21 + 596;2109;főúti;0.489;
1385;49;49u25k525m;25 + 525;27 + 173;1651;főúti;0.433;
1386;49;49u29k754m;29 + 754;30 + 064;312;főúti;0.384;
1387;49;49u30k64m;30 + 064;32 + 897;2840;főúti;0.007;
1388;49;49u35k763m;35 + 763;39 + 156;3389;főúti;0.123;
1389;49;49u42k905m;42 + 905;43 + 940;1050;főúti;0.298;
1390;49;49u46k446m;46 + 446;47 + 444;1219;főúti;0;
1391;49;49u47k444m;47 + 444;50 + 931;3239;főúti;0.331;
1392;49;49u50k931m;50 + 931;52 + 927;1953;főúti;0;
1393;49;49u52k927m;52 + 927;54 + 721;1823;főúti;0;
1394;49;49u54k721m;54 + 721;57 + 895;3113;főúti;0;
1395;51;51u14k919m;14 + 919;16 + 159;1472;főúti;0.014;
1396;51;51u16k219m;16 + 219;16 + 995;799;főúti;0.98;
1397;51;51u17k655m;17 + 655;22 + 315;4650;főúti;0.146;
1398;51;51u22k315m;22 + 315;23 + 392;1076;főúti;0;
1399;51;51u23k392m;23 + 392;25 + 621;2224;főúti;0;
1400;51;51u25k621m;25 + 621;27 + 450;1829;főúti;0.998;
1401;51;51u27k655m;27 + 655;31 + 033;3378;főúti;0.317;
1402;51;51u31k33m;31 + 033;34 + 090;3063;főúti;0.089;
1403;51;51u34k90m;34 + 090;37 + 543;3453;főúti;0.504;
1404;51;51u42k717m;42 + 717;49 + 523;6809;főúti;0;
1405;51;51u42k97m;42 + 097;42 + 717;620;főúti;0;
1406;51;51u52k549m;52 + 549;58 + 411;5796;főúti;0.074;
1407;51;51u58k735m;58 + 735;59 + 094;359;főúti;1;
1408;51;51u59k94m;59 + 094;60 + 835;1741;főúti;0.677;
1409;51;51u60k835m;60 + 835;63 + 139;2304;főúti;0;
1410;51;51u63k139m;63 + 139;64 + 772;1633;főúti;0.627;
1411;51;51u64k772m;64 + 772;69 + 776;5005;főúti;0;
1412;51;51u69k776m;69 + 776;72 + 103;2326;főúti;0;
1413;51;51u72k103m;72 + 103;73 + 777;1675;főúti;0;
1414;51;51u73k777m;73 + 777;74 + 438;661;főúti;0;
1415;51;51u74k438m;74 + 438;77 + 785;3373;főúti;0;
1416;51;51u77k785m;77 + 785;80 + 617;3043;főúti;0;
1417;51;51u80k617m;80 + 617;81 + 025;414;főúti;0;
1418;51;51u81k25m;81 + 025;82 + 881;1849;főúti;0;
1419;51;51u82k881m;82 + 881;84 + 644;1753;főúti;0.057;
1420;51;51u86k975m;86 + 975;91 + 029;4030;főúti;0;
1421;51;51u91k29m;91 + 029;96 + 023;5015;főúti;0;
1422;51;51u96k23m;96 + 023;98 + 283;2262;főúti;0.457;
1423;51;51u98k283m;98 + 283;102 + 967;4688;főúti;0;
1424;51;51u105k495m;105 + 495;107 + 747;2307;főúti;0.037;
1425;51;51u107k747m;107 + 747;111 + 808;4031;főúti;0;
1426;51;51u112k309m;112 + 309;114 + 813;2503;főúti;0;
1427;51;51u114k813m;114 + 813;116 + 390;1550;főúti;0.191;
1428;51;51u120k92m;120 + 092;121 + 567;1480;főúti;0.024;
1429;51;51u124k131m;124 + 131;127 + 274;3127;főúti;0;
1430;51;51u127k274m;127 + 274;131 + 364;4090;főúti;0;
1431;51;51u135k189m;135 + 189;136 + 014;818;főúti;1;
1432;51;51u136k478m;136 + 478;139 + 371;2892;főúti;0.287;
1433;51;51u139k371m;139 + 371;146 + 148;6740;főúti;0;
1434;51;51u149k599m;149 + 599;150 + 271;682;főúti;0;
1435;51;51u152k470m;152 + 470;155 + 842;3390;főúti;0;
1436;51;51u155k842m;155 + 842;156 + 244;396;főúti;0;
1437;51;51u162k920m;162 + 920;168 + 097;5188;főúti;0.127;
1438;51;51u171k17m;171 + 017;175 + 963;4973;főúti;0;
1439;51;51u177k546m;177 + 546;179 + 130;1598;főúti;0;
1440;51;51u179k345m;179 + 345;184 + 242;4889;főúti;0.202;
1441;51;51u184k242m;184 + 242;189 + 488;5248;főúti;0.361;
1442;51;51u189k488m;189 + 488;191 + 962;2498;főúti;0.582;
1443;52;52u4k445m;4 + 445;4 + 777;333;főúti;1;
1444;52;52u4k777m;4 + 777;9 + 076;4348;főúti;0.474;
1445;52;52u9k76m;9 + 076;10 + 488;1412;főúti;0;
1446;52;52u10k488m;10 + 488;17 + 411;6872;főúti;0;
1447;52;52u17k411m;17 + 411;18 + 034;622;főúti;0;
1448;52;52u18k34m;18 + 034;18 + 889;854;főúti;0;
1449;52;52u18k889m;18 + 889;20 + 374;1485;főúti;0;
1450;52;52u20k374m;20 + 374;24 + 030;3650;főúti;0;
1451;52;52u24k276m;24 + 276;30 + 282;6006;főúti;0;
1452;52;52u24k30m;24 + 030;24 + 276;246;főúti;0;
1453;52;52u30k282m;30 + 282;30 + 850;568;főúti;0;
1454;52;52u30k850m;30 + 850;35 + 187;4316;főúti;0;
1455;52;52u35k295m;35 + 295;37 + 228;1931;főúti;0;
1456;52;52u37k228m;37 + 228;43 + 872;6633;főúti;0;
1457;52;52u43k872m;43 + 872;46 + 660;2796;főúti;0;
1458;52;52u46k660m;46 + 660;50 + 870;4206;főúti;0;
1459;52;52u54k526m;54 + 526;54 + 809;283;főúti;0.999;
1460;52;52u54k809m;54 + 809;57 + 570;2799;főúti;0.599;
1461;52;52u57k570m;57 + 570;59 + 670;2146;főúti;0.013;
1462;52;52u59k670m;59 + 670;60 + 036;363;főúti;0;
1463;52;52u61k101m;61 + 101;63 + 331;2238;főúti;0.598;
1464;53;53u0k192m;0 + 192;2 + 575;2383;főúti;0;
1465;53;53u2k575m;2 + 575;5 + 466;2889;főúti;0;
1466;53;53u5k466m;5 + 466;6 + 978;1508;főúti;0.203;
1467;53;53u6k978m;6 + 978;16 + 000;9036;főúti;0;
1468;53;53u16k0m;16 + 000;17 + 101;1101;főúti;0.456;
1469;53;53u19k292m;19 + 292;19 + 790;503;főúti;0.741;
1470;53;53u19k790m;19 + 790;25 + 758;5945;főúti;0;
1471;53;53u29k648m;29 + 648;34 + 204;4600;főúti;0;
1472;53;53u34k204m;34 + 204;35 + 459;1251;főúti;0;
1473;53;53u35k459m;35 + 459;37 + 492;2030;főúti;0;
1474;53;53u37k492m;37 + 492;38 + 986;1494;főúti;0.717;
1475;53;53u38k986m;38 + 986;41 + 617;2631;főúti;0.391;
1476;53;53u41k617m;41 + 617;42 + 1003;1343;főúti;0.058;
1477;53;53u42k1003m;42 + 1003;44 + 995;4539;főúti;0.26;
1478;53;53u44k995m;44 + 995;45 + 150;155;főúti;1;
1479;53;53u46k346m;46 + 346;47 + 953;1607;főúti;0.053;
1480;53;53u47k953m;47 + 953;48 + 532;614;főúti;0;
1481;53;53u58k407m;58 + 407;58 + 907;500;főúti;0;
1482;53;53u58k907m;58 + 907;65 + 1000;7113;főúti;0;
1483;53;53u65k1000m;65 + 1000;74 + 460;8492;főúti;0;
1484;53;53u74k463m;74 + 463;74 + 880;415;főúti;0;
1485;53;53u74k880m;74 + 880;79 + 348;4486;főúti;0;
1486;53;53u79k931m;79 + 931;85 + 878;5927;főúti;0.301;
1487;53;53u85k878m;85 + 878;87 + 875;2014;főúti;0.426;
1488;54;54u1k145m;1 + 145;2 + 005;890;főúti;0.317;
1489;54;54u2k5m;2 + 005;3 + 233;1228;főúti;0.811;
1490;54;54u3k233m;3 + 233;6 + 104;2870;főúti;0.345;
1491;54;54u6k104m;6 + 104;6 + 410;306;főúti;0;
1492;54;54u6k410m;6 + 410;8 + 658;2358;főúti;0.053;
1493;54;54u8k658m;8 + 658;10 + 567;1895;főúti;0;
1494;54;54u10k567m;10 + 567;13 + 021;2445;főúti;0;
1495;54;54u13k21m;13 + 021;16 + 000;2979;főúti;0;
1496;54;54u18k46m;18 + 046;18 + 984;938;főúti;0.28;
1497;54;54u18k984m;18 + 984;22 + 135;3157;főúti;0;
1498;54;54u22k135m;22 + 135;33 + 813;11703;főúti;0;
1499;54;54u33k813m;33 + 813;35 + 936;2104;főúti;0;
1500;54;54u37k481m;37 + 481;42 + 946;5454;főúti;0;
1501;54;54u42k946m;42 + 946;43 + 120;174;főúti;0;
1502;54;54u44k4052m;44 + 4052;57 + 076;8968;főúti;0.037;
1503;54;54u61k286m;61 + 286;71 + 359;10018;főúti;0.064;
1504;54;54u73k921m;73 + 921;77 + 567;3652;főúti;0;
1505;54;54u77k567m;77 + 567;81 + 790;4222;főúti;0;
1506;54;54u81k790m;81 + 790;86 + 570;4771;főúti;0.04;
1507;54;54u87k502m;87 + 502;93 + 443;5933;főúti;0.07;
1508;55;55u3k50m;3 + 050;4 + 450;1404;főúti;0;
1509;55;55u4k450m;4 + 450;8 + 000;3590;főúti;0;
1510;55;55u8k0m;8 + 000;8 + 426;426;főúti;0.275;
1511;55;55u8k426m;8 + 426;10 + 874;2379;főúti;0.458;
1512;55;55u10k874m;10 + 874;18 + 561;7683;főúti;0.257;
1513;55;55u18k561m;18 + 561;21 + 850;3298;főúti;0;
1514;55;55u21k850m;21 + 850;25 + 093;3260;főúti;0;
1515;55;55u25k093m;25 + 093;28 + 454;3377;főúti;0;
1516;55;55u28k454m;28 + 454;28 + 660;206;főúti;0;
1517;55;55u28k660m;28 + 660;34 + 411;5656;főúti;0;
1518;55;55u34k411m;34 + 411;38 + 505;4088;főúti;0;
1519;55;55u38k505m;38 + 505;40 + 494;2000;főúti;0;
1520;55;55u40k510m;40 + 510;41 + 269;748;főúti;0;
1521;55;55u41k269m;41 + 269;50 + 866;9565;főúti;0.109;
1522;55;55u50k866m;50 + 866;53 + 346;2548;főúti;0.041;
1523;55;55u53k346m;53 + 346;53 + 735;389;főúti;0;
1524;55;55u53k735m;53 + 735;56 + 458;2718;főúti;0;
1525;55;55u56k458m;56 + 458;57 + 974;1518;főúti;0;
1526;55;55u57k974m;57 + 974;59 + 350;1377;főúti;0;
1527;55;55u59k350m;59 + 350;61 + 940;2586;főúti;0;
1528;55;55u61k940m;61 + 940;62 + 811;871;főúti;0.055;
1529;55;55u62k811m;62 + 811;63 + 572;761;főúti;1;
1530;55;55u65k467m;65 + 467;68 + 987;3504;főúti;0.059;
1531;55;55u73k66m;73 + 066;75 + 325;2295;főúti;0.096;
1532;55;55u75k325m;75 + 325;80 + 946;5665;főúti;0.051;
1533;55;55u82k790m;82 + 790;84 + 672;1823;főúti;0.006;
1534;55;55u85k840m;85 + 840;93 + 294;7454;főúti;0.024;
1535;55;55u93k294m;93 + 294;96 + 500;3181;főúti;0;
1536;55;55u96k500m;96 + 500;97 + 925;1424;főúti;0.283;
1537;55;55u104k770m;104 + 770;110 + 530;6141;főúti;0;
1538;55;55u110k530m;110 + 530;112 + 119;1576;főúti;0;
1539;55;55u114k54m;114 + 054;118 + 212;4159;főúti;0;
1540;55;55u118k212m;118 + 212;119 + 765;1517;főúti;0.726;
1541;55;55u119k765m;119 + 765;120 + 656;921;főúti;0;
1542;55;55u120k715m;120 + 715;122 + 403;1578;főúti;0;
1543;56;56u0k0m;0 + 000;1 + 440;1100;főúti;0.511;
1544;56;56u1k828m;1 + 828;2 + 590;767;főúti;1;
1545;56;56u6k747m;6 + 747;8 + 282;1998;főúti;0.984;
1546;56;56u8k339m;8 + 339;9 + 980;1737;főúti;0.306;
1547;56;56u9k980m;9 + 980;13 + 889;3920;főúti;0.001;
1548;56;56u16k443m;16 + 443;20 + 614;4154;főúti;0;
1549;56;56u20k614m;20 + 614;21 + 148;568;főúti;0.104;
1550;56;56u23k6m;23 + 006;29 + 093;6011;főúti;0.041;
1551;56;56u29k93m;29 + 093;30 + 365;1250;főúti;0;
1552;56;56u30k365m;30 + 365;33 + 462;3166;főúti;0;
1553;56;56u37k761m;37 + 761;39 + 571;1812;főúti;0;
1554;56;56u41k695m;41 + 695;44 + 480;2804;főúti;0;
1555;56;56u44k480m;44 + 480;45 + 129;638;főúti;0.547;
1556;56;56u45k930m;45 + 930;47 + 101;1171;főúti;0;
1557;56;56u47k101m;47 + 101;49 + 297;2214;főúti;0;
1558;56;56u49k297m;49 + 297;52 + 808;3553;főúti;0.221;
1559;56;56u52k860m;52 + 860;55 + 091;2331;főúti;0;
1560;56;56u55k842m;55 + 842;60 + 371;4508;főúti;0;
1561;56;56u55k91m;55 + 091;55 + 842;758;főúti;0;
1562;57;57u1k1033m;1 + 1033;3 + 700;1791;főúti;0.065;
1563;57;57u3k700m;3 + 700;7 + 786;4262;főúti;0.209;
1564;57;57u7k786m;7 + 786;8 + 77;289;főúti;0;
1565;57;57u8k77m;8 + 77;9 + 500;1442;főúti;0;
1566;57;57u9k500m;9 + 500;11 + 219;1729;főúti;0.075;
